ProductNumber,ProductArName,ProductEnName,BrandName,CounrtyEn,PackageVolume,UnitEn,manufactureenglishname,ListedNameEn
2019-02-018709,بوكوثيرم معجون جل للأسنان للأطفال 2-6 سنوات بمياه الينابيع الحرارية,BUCCOTHERM TOOTH PAST GEL FOR KID 2-6 WITH THERMAL SPRING WATER,®BUCCOTHERM ,France,50,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-02-018709,بوكوثيرم معجون جل للأطفال 2-6 سنوات بمياه الينابيع الحرارية,BUCCOTHERM TOOTH PAST GEL FOR KID 2-6 WITH THERMAL SPRING WATER,®BUCCOTHERM ,France,50,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-0140114-166571,بوكوثيرم مجموعة معجون جل للأطفال  7-12 سنة بمياه الينابيع الحرارية,BUCCOTHERM JUNIOR KIT FOR KID 7-12 TOOTH PAST GEL WITH THERMAL SPRING WATER,®BUCCOTHERM,France,50,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-02-018725,بوكوثيرم مجموعة معجون جل الأطفال 2-6 سنوات بمياه الينابيع الحرارية,BUCCOTHERM KIT TOOTH PAST GEL FOR KID 2-6 YEARS WITH THERMAL SPRING WATER,®BUCCOTHERM ,France,50,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-02-018725,بوكوثيرم مجموعة معجون جل للأطفال 2-6 سنوات بمياه الينابيع الحرارية,BUCCOTHERM KIT TOOTH PAST GEL FOR KIDS 2-6 YEARS WITH THERMAL SPRING WATER,®BUCCOTHERM,France,50,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-04-009776,بوكوثيرم مجموعة السفر معجون جل للثة الحساسة بمياه الينابيع الحرارية,BUCCOTHERM TRAVEL KIT WITH SENSITIVE GUMS BIO TOOTHPASTE GEL WITH THERMAL SPRING WATER,®BUCCOTHERM,France,25,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-0140114-166574,بوكوثيرم معجون جل للأطفال عمر 3+ بمياه الينابيع الحرارية,BUCCOTHERM TOOTHPAST GEL for Kids ages 3+ WITH THERMAL SPRING WATER,®BUCCOTHERM,France,50,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-0140134Code6-166575,بوكوثيرم معجون للعناية بتبييض الأسنان بمياه الينابيع الحرارية, BUCCOTHERM WHITENING & CARE TOOTHPASTE WITH THERMAL SPRINGWATER,®BUCCOTHERM,France,75,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2016-0140114-027859,توث فيري,LUSH Tooth Fairy strawberry tooth powder,LUSH,United Kingdom,35,Gram (g),Lush Manufacturing Limited,Lush Mena Trading Est
2019-0140124Code4-166589,بوكوثيرم بخاخ الأسنان مع مياه الينابيع الحرارية,BUCCOTHERM DENTAL SPRAY WITH THERMAL SPRING WATER,®BUCCOTHERM,France,200,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-0140114-166600,بوكوثيرم معجون أسنان بالمياه المعدنية,BUCCOTHERM TOOTH PAST WITH THERMAL SPRING WATER,BUCCOTHERM®,France,75,Milliliter (ml),Laboratory ODOST,Safwa AL-Shahd Est.
2019-0140114-166610,معجون أسنان 10 جرام المستشفى السعودي الالماني,SAUDI GERMAN HOSPITAL TOOTHPASTE 10GRAM,مجموعة مستشفيات السعودي الالماني,China,10,Gram (g),IHOTEL GUEST AMEINITIES CO LIMITED,Onwan Almasa Est
2017-0140134Code6-056175,نانو كير معجون تبييض الأسنان بالنانو تكنولوجي ,Nano Care Nanosilver Toothpaste Whitening,Nano Care,South Korea,50,Gram (g),Nanogist Co. Ltd,Ard alhijaz for AGRI. AND TRADE.
2018-0140124-099127,اورا بلس غسول للفم ,Oraplus lotion for mouth ,Oraplus,Egypt,250,Gram (g),Italian cosmetics Co.,medical balsam pharmacy
2017-0140114-079342,اي مي توثبيست 6جم,A.ME toothpaste 6g,A.ME,China,6,Gram (g),Guangdong Songtaixing Cosmetics Industry Co.Ltd,Hassad Economic Contracting Establishment
2017-0140114-079361,سوفت تاتش جيست امينيتيس ايه مي  معجون أسنان,soft touch guest amenities a.me toothpaste,soft touch guest amenities,China,10,Gram (g),Yangzhou Lucky Tourist Products Factory,Universal Mediator
2017-0140114-079527,اي مي توثبيست 10 جم,A.ME toothpaste 10 g,A.ME,China,10,Gram (g),Guangdong Songtaixing Cosmetics Industry Co.Ltd,Hassad Economic Contracting Establishment
2017-0140114-079531,"وايت جلو , معجون أسنان , نايت جل","white Glo,toothpaste,NIGHT GEL",White Glo,China,65,Milliliter (ml),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2017-0140114-079548,"وايت جلو , معجون اسنان ,بروفيشنال شويس","White Glo,Toothpaste, professional choice",White Glo,China,150,Gram (g),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2017-0140114-079549,"وايت جلو , معجون أسنان , قهوه وشاي , جزيئات الشمع ","Withe Glo, toothpaste, coffee& Tea, Micro Wax ",White Glo,China,150,Gram (g),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2019-0140124-133141,آدمز آبل,Lush Adam's Apple Mouthwash,LUSH,United Kingdom,45,Gram (g),Lush Manufacturing Limited,alsaati medical grup
2019-014015401541-150639,الفا فرش  معطر الفم ,alpha fresh mouth spray ,alpha ,Turkey,20,Milliliter (ml),Alpha cosmetics & sterilizers,Ebdaa Alqadisiyah Trading Establishment
2019-014015401541-150656,الفا فريش معطر فم ,alpha fresh mouth spray,alpha,Turkey,20,Milliliter (ml),Alpha cosmetics & sterilizers,Ebdaa Alqadisiyah Trading Establishment
2018-0140114-115811,هايجينك توث وايبس فريش منت,HYGIENIC TOOTH WIPES FRESH MINT,HYGIENIC TOOTH WIPES,United Arab Emirates,75,Gram (g),EMIRATES WET WIPES FZCO,WHITE ELIAA ADVANCED COMPANY FOR IHRAM AND ORGANIC
2016-0140114-028175,برايت نايت، شرائط تبييض الأسنان,"BRIGHT NIGHTS, instantly whiter smile",White Glo,China,1,Piece,"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2016-0140114-028305,لايم لايت,Lush Limelight Enlightening  Toothy Tabs,LUSH,United Kingdom,50,Gram (g),Lush Manufacturing Limited,Lush Mena Trading Est
2017-0140114-079615,معجون للاسنان,boots smile whitening fluoride toothpaste,Boots,United Kingdom,100,Milliliter (ml),the boots company plc,Tiryaq Al Shifa Co. Wll.
2017-0140124Code4-079642,وايت جلو بخاخ بريث فريشنير اسبراي مينت,White Glo Spray Breath Freshener spray mint,White Glo,China,20,Milliliter (ml),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2017-0140114-079654,اي مي توثبيست 6 جم,A.ME toothpaste 6 g,A.ME,China,6,Gram (g),Guangdong Songtaixing Cosmetics Industry Co.Ltd,Hassad Economic Contracting Establishment
2019-0140114-166708,سنسوداين معجون أسنان إنتعاش زائد,Sensodyne Toothpaste Extra Fresh,SENSODYNE ,Slovakia,100,Milliliter (ml),De Miclen s.r.o.,Glaxo Smithkline Saudi Limited
2019-0140114-166710,سنسوداين معجون اسنان إنتعاش زائد,Sensodyne Toothpaste Extra Fresh,SENSODYNE ,Slovakia,50,Milliliter (ml),De Miclen s.r.o.,Glaxo Smithkline Saudi Limited
2016-0140124-028468,دايموند غسول مبيض,Diamond whitening mouthwash,White Glo,China,500,Milliliter (ml),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2016-0140114-028530,مستشفى آيه التخصصي الطبي،فرشاة آسنان,Aya Hospital Dental Kit,Aya Hospital,China,6,Gram (g),Yangzhou Lucky Tourist Products Factory,"Tazia Trading, Est."
2016-014015401541-028542,نيو سيميلي ماوث كير اسبراي,New Seemly Mouth Care Spray,Seemly,Egypt,60,Milliliter (ml),Egyptian Company For Cosmetic,Sultan Ahmed Abdulkadir Eid General Contracting Es
2016-0140114-028554,لاش الترابلاست بودرة الاسنان ,LUSH Ultrablast Tooth Powder,LUSH,United Kingdom,35,Gram (g),Lush Manufacturing Limited,Lush Mena Trading Est
2016-0140114-028572,كي بي نامبوديريس مسحوق اعشاب لعناية الاسنان ,K.P.NAMBOODIRI'S HERBAL TOOTH CARE POWDER,K.P.NAMBOODIRI'S,India,40,Gram (g),K P NAMBOODIRI'S AYURVEDICS,ALBAZIL SAUDI COMPANY LLC
2019-0140114-166850,فيلفيت طقم اسنان ,VELVET Dental Kit ,VELVET,China,3,Gram (g),I HOTEL GUEST AMENITIES CO. LTD,Integral Hotel Supplies company Co. LTD
2019-0140124-166865,سنسوداين غسول فم نعناع لطيف,Sensodyne mouthwash Cool Mint,SENSODYNE ,United Kingdom,500,Milliliter (ml),GSK Consumer Healthcare,Glaxo Smithkline Saudi Limited
2019-0140124Code4-133342,ترست جل,Trust Oral Gel,Trust Gel,Kingdom of Saudi Arabia,20,Milliliter (ml),hotel suppliers factory,aljazira
2017-0140124-056535,نانو كير غسول فم نانوسيلفر,Nano Care Mouth Wash ,Nano Care,South Korea,250,Milliliter (ml),Nanogist Co. Ltd,Ard alhijaz for AGRI. AND TRADE.
2017-0140114-056682,بلانكس وايت شوك التركيبة الزرقاء مع ضوء بلانكس,BlanX White Shock White&Protect Toothpaste + BlanX,بلانكس,Italy,50,Milliliter (ml), Coswell SpA,Medical and Pharmaceutical Services Co.
2017-0140134Code6-056690,6%وايتووش- شرائط  تبييض الأسنان الرائعة28شريط,Whitewash-Professional Whitening Strips28Strips6%,Wihtewash,South Korea,28,Piece,shinoowoo chemical industry.whitewash laboratories,Zimmo Trading Company Limited
2017-0140124-056708,بان غالاكتيك غارغل بلاستر,Lush Pan Galactic Gargle Blaster Mouthwash,LUSH,United Kingdom,45,Gram (g),Lush Manufacturing Limited,Lush Mena Trading Est
2017-0140114-056748,"فندق تيارا, معجون أسنان , 5 غرام","Tiara Hotel,colgate  toothpaste, 5gm",Tiara Hotel,Thailand,5,Gram (g),"JIANGSU SOHO INTERNATIONAL GROUP YANGZHOU CO., LTD",Al soura Al jadeda office for commercial services
2019-0140114-133406, الوسام كلين فرش فلورايد توث باست لأسنان قوية و رائحة منعشة ,ALWESAM CLEAN AND FRESH FLUORIDE TOOTHPASTE,ALWESAM,China,125,Milliliter (ml),"shanwei honghui daily appliance co., ltd",world of saving trading
2019-0140124-133458,كيمفور للعناية الكاملة,Kemphor Total,Kemphor,Spain,500,Milliliter (ml),Laboratorios Verkos S.A.,sayhan company united for distribution locally and
2019-0140114-133467,سيجنال مكافح التسوس ,SIGNAL CAVITY FIGHTER,Signal,India,150,Gram (g),Unilever India exports ltd. ,Baray Aljamal Establishment
2018-0140114-116133,معجون أسنان كولجيت مستخلصات طبيعية أقوي إنتعاش,"Colgate Toothpaste Natural Extracts Ultimate Fresh (with lemon oil and aloe), 75 ml",Colgate,China,75,Milliliter (ml),Colgate Palmolive (China) Company Limited,General Trading Company
2018-02-012794,ماى كير ماوس سبراى,MyCar mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012794,ماى كير ماوس سبراى,MyCare Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012794,ماى كير ماوس سبراى,MyCare Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012794,ماى كير ماوس سبراى,MayCare Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2019-0140114-150798, كلوس اب أحمر حار مع تركيبة غسول الفم المقاوم اابكتيريا,CLOSEUP TP RED HOT 20%OFF 24X2X120ML,CLOSE UP,Egypt,120,Milliliter (ml),Unilever Mashreq for Personal Care,Binzager Unilever Distribution Company Limited
2019-0140124Code5-150822,الفا فريش معطر الفم ,alpha fresh mouth spray,alpha ,Turkey,20,Milliliter (ml),Alpha cosmetics & sterilizers,Ebdaa Alqadisiyah Trading Establishment
2019-0140124Code4-150840,الفا فريش معطر الفم ,alpha fresh mouth spray,alpha ,Turkey,20,Milliliter (ml),Alpha cosmetics & sterilizers,Ebdaa Alqadisiyah Trading Establishment
2019-0140114-150860,أرومير معجون أسنان بالاعشاب,Auromere Ayurvedic Herbal Toothpaste,Abazeer,India,75,Milliliter (ml),Dabur India Ltd,abazeer trading establishment
2019-014015401541-150895,الجوهرة,AL JAWHARA,DEHNEE PERFUME FACTORY,United Arab Emirates,100,Milliliter (ml), DEHNEE PERFUME FACTORY,NAJMAT AL-EMIRAT TRADING EST.
2019-04-008859,طقم الأسنان البوسفور,BOSPHORUS Dental Kit,BOSPHORUS,China,6,Gram (g),Yangzhou Tracey Daily Chemical Plastic CO LTD,Al Taef Establishment for Trading
2019-04-008859,طقم الأسنان البوسفور,BOSPHORUS Dental Kit,BOSPHORUS,China,10,Gram (g),Yangzhou Tracey Daily Chemical Plastic CO LTD,Al Taef Establishment for Trading
2019-0140114-150912,طقم الأسنان البوسفور,BOSPHORUS Dental Kit,BOSPHORUS Hotels,China,6,Gram (g),Yangzhou Tracey Daily Chemical Plastic CO LTD,Al Taef Establishment for Trading
2019-0140114-150912,طقم الأسنان البوسفور,BOSPHORUS Dental Kit,BOSPHORUS Hotels,China,10,Gram (g),Yangzhou Tracey Daily Chemical Plastic CO LTD,Al Taef Establishment for Trading
2019-0140114-151000,هيمالاياالاعشابمعجون الاسنان,HIMALAYA HERBALS SENSI RELIEF HERBAL TOOTHPASTE,HIMALAYA,United Arab Emirates,100,Milliliter (ml),Gulf Centre For Soap and Chemical Industries LLC  ,ARABIAN TRADING SUPPLIES
2018-04-004420,بيرو بيووي (فراولة) جل للأسنان - طقم للصغار,PIERROT PIWY (STRAWBERRY) DENTAL GEL - Kids Kit,Pierrot,Spain,50,Milliliter (ml),"FUSHIMA, Laboratorios Cosmodent, S.A.",Al-Zawra'a Trading Establishment
2018-0140114-099434,أورثوكير معجون ان اتش أ بي  ,ORTHOCARE nHAp TOOTHPASTE,ORTHOCARE,Netherlands,80,Milliliter (ml),PrevDent International B.V.,MODERN SCIENTIFIC TRADING COMPANY
2017-0140114-079808,مستشفى الأحساء معجون أسنان ,Al Ahsa Hospital Toothpaste,Al Ahsa Hospital ,China,17,Gram (g),Galien ( Zhongshan) Chemical Industrial Co. Ltd,ANYAR INTERNATIONAL TRADING Est.
2016-0140114-028729,نيو سيملي ماوث كير جل,New Seemly Mouth Care Gel,ٍSeemly,Egypt,60,Gram (g),Egyptian Company For Cosmetic,Sultan Ahmed Abdulkadir Eid General Contracting Es
2017-0140124-079988,{سبار غسول الفم مید كومبلیت},{SPAR Mouthwash Med Complete},{SPAR},Luxembourg,500,Milliliter (ml),B. V. INTERGROUP TRADING (I.G.T.),Spar Stores Commercial Company
2018-0140114-099476,مبيض لازالة البقع الداكنة للاسنان اى وايت تبيض معجون,Iwhite Dark Stains Toothpaste,Sylphar NV,Belgium,75,Milliliter (ml),Sylphar nv,Netaq Al-geldia trading LLC
2017-0140134Code6-056795,"(مبيض,معجون أسنان,مبيض,يبيض الاسنان)","(whitening,tooth paste,whitening,whitens teeth)",alova,Egypt,85,Gram (g),Egyptian Group For Pharmaceutical Industries EGPI,Hassan Ali Hassan Elmashaikhy Alshehry Company
2017-0140124-056816,وايتووش نانو غسول تبييض الأسنان 300مل,Whitewash-Nano whitening mouthwash300ML ,Whitewash,United Kingdom,300,Milliliter (ml),Whitewash Laboratories,Zimmo Trading Company Limited
2017-0140124-056928,أوراجوى مضمضة للفم,Biohealth Orajoy Mouth wash,Biohealth,Egypt,250,Milliliter (ml),EL HELOU CO. For Perfumes & Cosmetics,Buzaid mubarak Aboud Bakoben
2019-0140114-166937,بيررو شاركي جل أسنان للصغار 75 مل,PIERROT Sharky Dental Gel 75 ml,Pierrot,Spain,75,Milliliter (ml),"FUSHIMA, Laboratorios Cosmodent, S.A.",Al-Zawra'a Trading Establishment
2019-0140124Code4-167002,سبراى جود سميل منعش للفم,Good smile mouth freshener spray,MY WAY,Egypt,25,Milliliter (ml),My way Egypt for cometic products,Amarij Trading EST
2019-0140114-167069,سنسوداين معجون أسنان واقي المينا 6+ سنوات  ,Sensodyne Toothpaste Pronamel 6+ Years,SENSODYNE ,United Arab Emirates,50,Milliliter (ml),Gulf Center Cosmetics Manufacturing L.L.C.,Glaxo Smithkline Saudi Limited
2018-014015401541-116253,بومب كوزمتكس سبوت اون باث بلاستر,BOMB COSMETICS Spot On Bath Blaster,BOMB COSMETICS,United Kingdom,160,Gram (g),Get Fresh Cosmetics Ltd trading as Bomb Cosmetics ,Almaa Almoalaj EST.
2018-0140114-116264,أورال بي معجون أسنان الأطفال,Oral B BABY Toothpaste,ORAL B,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2018-0140114-116277,معجون الأسنان سودانتا,Sudanta Toothpaste,Sri Sri Tattva,India,100,Gram (g),Sriveda Sattva Pvt. Ltd.,ALMIZAN NATURAL TRADING COMPANY
2018-0140114-116355,فندق الدمام بالاس طقم فرشاة اسنان ,DAMMAM PALACE HOTEL DENTAL KIT ,DAMMAM PALACE,China,3,Gram (g),Yangzhou Lucky Tourist products Factory,HAND INTERNATIONAL HOTELS RESORTS
2018-02-012812,ماى كير ماوس سبراى,May Care Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012812,ماى كير ماوس سبراى,May Care Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012812,ماى كير ماوس سبراى ,Maycare Mouth Spray  ,MayCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012812,ماى كير ماوس سبراى,My Care Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012816,ماى كير ماوس سبراى,MyCare Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012816,ماى كير ماوس سبراى,MyCare Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012816,ماى كير ماوس سبراى,MyCare Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
2018-02-012816,ماى كير ماوس سبراى,MyCare Mouth Spray,MyCare,Turkey,15,Milliliter (ml),SPC Kozmetik ,mohammad wajeeh AL qubbay pharmacy
